"","sex","age","degree","income","income_vs_average","satisfication","happy","health"
"2568","Female",67,"Bachelors","More than $25000","Below average","More of less satisfied","Pretty happy","Fair"
"2569","Male",81,"Hight school","More than $25000","Above average","Pretty well satisfied","Very happy","Good"
"2570","Female",69,"Graduate","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"2571","Female",63,"Hight school","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"2572","Female",62,"Bachelors","$1000-$2999","Average","Pretty well satisfied","Pretty happy","Good"
"2573","Female",37,"Hight school","More than $25000","Average","More of less satisfied","Pretty happy","Fair"
"2574","Male",68,"Graduate","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"2575","Male",76,"Hight school","More than $25000","Average","More of less satisfied","Pretty happy","Fair"
"2576","Female",24,"Bachelors","More than $25000","Below average","More of less satisfied","Pretty happy","Fair"
"2577","Female",70,"Hight school","More than $25000","Below average","Not satisfied at all","Pretty happy","Good"
"2578","Female",74,"Graduate","More than $25000","Above average","More of less satisfied","Pretty happy","Good"
"2579","Male",33,"associate/junior college","More than $25000","Average","Not satisfied at all","Pretty happy","Good"
"2580","Female",59,"Graduate","More than $25000","Average","Not satisfied at all","Very happy","Good"
"2581","Female",28,"Bachelors","More than $25000","Below average","Not satisfied at all","Pretty happy","Fair"
"2582","Male",29,"Bachelors","More than $25000","Below average","Not satisfied at all","Pretty happy","Good"
"2583","Female",61,"Bachelors","$10000-$14999","Below average","More of less satisfied","Not too happy","Excellent"
"2584","Male",31,"Graduate","More than $25000","Above average","More of less satisfied","Pretty happy","Good"
"2585","Female",28,"Less than high school","$1000-$2999","Below average","Pretty well satisfied","Not too happy","Excellent"
"2586","Female",67,"Bachelors","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"2587","Male",56,"Graduate","More than $25000","Above average","More of less satisfied","Pretty happy","Good"
"2588","Male",74,"Bachelors","$20000-$24999","Average","More of less satisfied","Pretty happy","Fair"
"2589","Female",63,"Hight school","$1000-$2999","Above average","More of less satisfied","Pretty happy","Good"
"2590","Male",77,"Graduate","More than $25000","Above average","Pretty well satisfied","Very happy","Good"
"2591","Male",64,"Hight school","$20000-$24999","Average","More of less satisfied","Not too happy","Fair"
"2592","Male",69,"Hight school","More than $25000","Average","Pretty well satisfied","Pretty happy","Fair"
"2593","Female",58,"Bachelors","More than $25000","Above average","Pretty well satisfied","Pretty happy","Excellent"
"2594","Male",62,"Hight school","$15000-$19999","Far below average","More of less satisfied","Pretty happy","Fair"
"2595","Female",37,"associate/junior college","$6000-$6999","Below average","Not satisfied at all","Not too happy","Fair"
"2596","Female",64,"Bachelors","$10000-$14999","Below average","Not satisfied at all","Not too happy","Fair"
"2597","Male",39,"Bachelors","More than $25000","Average","Pretty well satisfied","Very happy","Good"
"2598","Male",70,"Bachelors","More than $25000","Average","More of less satisfied","Pretty happy","Excellent"
"2599","Female",86,"Hight school","$9000-$9999","Above average","Pretty well satisfied","Not too happy","Fair"
"2600","Female",78,"Hight school","$10000-$14999","Below average","More of less satisfied","Pretty happy","Fair"
"2601","Female",48,"Hight school","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"2602","Male",72,"Graduate","More than $25000","Above average","Pretty well satisfied","Pretty happy","Good"
"2603","Female",70,"Hight school","More than $25000","Average","More of less satisfied","Pretty happy","Excellent"
"2604","Female",51,"Bachelors","More than $25000","Below average","Not satisfied at all","Not too happy","Good"
"2605","Male",49,"Hight school","More than $25000","Above average","Pretty well satisfied","Pretty happy","Good"
"2606","Female",22,"Hight school","$10000-$14999","Above average","More of less satisfied","Pretty happy","Good"
"2607","Female",37,"Hight school","$15000-$19999","Below average","Pretty well satisfied","Pretty happy","Good"
"2608","Female",66,"Hight school","$15000-$19999","Average","Pretty well satisfied","Not too happy","Good"
"2609","Female",39,"Hight school","More than $25000","Below average","More of less satisfied","Very happy","Excellent"
"2610","Female",69,"Bachelors","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"2611","Male",55,"Hight school","More than $25000","Average","Pretty well satisfied","Pretty happy","Good"
"2612","Female",28,"Bachelors","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"2613","Male",74,"Bachelors","More than $25000","Above average","Pretty well satisfied","Pretty happy","Excellent"
"2614","Male",63,"Graduate","More than $25000","Above average","Pretty well satisfied","Very happy","Excellent"
"2615","Female",84,"Graduate","More than $25000","Far below average","Pretty well satisfied","Very happy","Good"
"2616","Male",52,"Bachelors","More than $25000","Above average","Not satisfied at all","Pretty happy","Excellent"
"2617","Male",31,"Hight school","$20000-$24999","Below average","Not satisfied at all","Not too happy","Good"
"2618","Male",39,"Hight school","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"2619","Male",65,"Bachelors","More than $25000","Above average","Pretty well satisfied","Very happy","Good"
"2620","Male",22,"Hight school","$20000-$24999","Far below average","More of less satisfied","Not too happy","Good"
"2621","Male",52,"Bachelors","under $1000","Above average","More of less satisfied","Very happy","Good"
"2622","Female",31,"Graduate","under $1000","Average","Not satisfied at all","Pretty happy","Excellent"
"2623","Female",75,"Less than high school","$1000-$2999","Below average","More of less satisfied","Pretty happy","Excellent"
"2624","Male",55,"Hight school","More than $25000","Above average","Pretty well satisfied","Not too happy","Good"
"2625","Female",27,"Graduate","More than $25000","Above average","More of less satisfied","Very happy","Excellent"
"2626","Female",29,"Graduate","More than $25000","Average","More of less satisfied","Not too happy","Good"
"2627","Female",81,"Less than high school","$1000-$2999","Average","Not satisfied at all","Pretty happy","Good"
"2628","Female",70,"Hight school","More than $25000","Average","Pretty well satisfied","Pretty happy","Good"
"2629","Male",44,"Graduate","More than $25000","Above average","Pretty well satisfied","Pretty happy","Excellent"
"2630","Female",32,"associate/junior college","More than $25000","Above average","More of less satisfied","Pretty happy","Good"
"2631","Male",52,"Hight school","under $1000","Far below average","Not satisfied at all","Pretty happy","Fair"
"2632","Male",53,"Hight school","More than $25000","Average","More of less satisfied","Pretty happy","Fair"
"2633","Male",19,"Hight school","More than $25000","Average","Pretty well satisfied","Not too happy","Fair"
"2634","Female",33,"Bachelors","More than $25000","Average","More of less satisfied","Pretty happy","Excellent"
"2635","Male",55,"Bachelors","More than $25000","Average","Not satisfied at all","Pretty happy","Excellent"
"2636","Female",43,"Less than high school","under $1000","Below average","Not satisfied at all","Not too happy","Fair"
"2637","Male",69,"Hight school","More than $25000","Average","Pretty well satisfied","Pretty happy","Excellent"
"2638","Female",24,"Hight school","More than $25000","Average","Pretty well satisfied","Very happy","Good"
"2639","Male",84,"Hight school","More than $25000","Average","Pretty well satisfied","Not too happy","Fair"
"2640","Male",58,"Bachelors","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"2641","Male",73,"Hight school","under $1000","Average","Pretty well satisfied","Very happy","Good"
"2642","Female",68,"associate/junior college","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"2643","Female",75,"Hight school","More than $25000","Average","More of less satisfied","Very happy","Excellent"
"2644","Female",73,"Hight school","More than $25000","Average","More of less satisfied","Not too happy","Good"
"2645","Female",68,"Hight school","More than $25000","Above average","Pretty well satisfied","Pretty happy","Good"
"2646","Female",62,"Hight school","More than $25000","Below average","More of less satisfied","Pretty happy","Fair"
"2647","Male",37,"associate/junior college","More than $25000","Average","Not satisfied at all","Pretty happy","Good"
"2648","Male",62,"Hight school","$20000-$24999","Average","More of less satisfied","Pretty happy","Excellent"
"2649","Female",55,"Hight school","More than $25000","Average","More of less satisfied","Very happy","Poor"
"2650","Male",52,"associate/junior college","More than $25000","Average","More of less satisfied","Not too happy","Good"
"2651","Male",27,"Hight school","$15000-$19999","Below average","More of less satisfied","Pretty happy","Good"
"2652","Male",57,"Bachelors","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"2653","Male",45,"Bachelors","More than $25000","Above average","Not satisfied at all","Very happy","Excellent"
"2654","Female",55,"Hight school","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"2655","Male",71,"Bachelors","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"2656","Male",45,"Graduate","More than $25000","Above average","More of less satisfied","Pretty happy","Good"
"2657","Female",25,"Bachelors","$9000-$9999","Far above average","Not satisfied at all","Pretty happy","Good"
"2658","Female",61,"Graduate","More than $25000","Below average","Not satisfied at all","Pretty happy","Fair"
"2659","Male",48,"Hight school","More than $25000","Average","Not satisfied at all","Pretty happy","Good"
"2660","Male",74,"Bachelors","More than $25000","Average","Pretty well satisfied","Not too happy","Fair"
"2661","Female",25,"Bachelors","More than $25000","Average","More of less satisfied","Pretty happy","Good"
